date;employee_title;employee_status;review_title;pros;cons
2021-06-13;Procurement Manager;Current Employee;Great company;"Great work-life balance and company culture
";"Decisions take forever and a lot of red-tape
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-26;Administrative Assistant;Former Employee;Alright;"Good company to work for
";"Not so good company’s to work for
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-12;Anonymous;Current Employee;Work Life Balance;"Organization that truly cares about the wellness of their employees. Drives self care and mental awareness. Offers one half-a day a month for self care and balance.
";"Honestly no real downside here. 9/80’s are wonderful; having that every other Friday off.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-11;Senior Software Engineer;Current Employee;Great Company;"Great Company to work with
";"Very competitive work place, sometimes negative impact
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-24;Cashier;Current Employee, less than 1 year;Not Terrible!;"- Decent start pay, determined by store owner vs company
 - Easy tasks to perform
";"- No benefits
- Shifts can be long
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-10;Finance Analyst;Former Employee;Great place, good benefits;"Conducive work culture and great people
";"Can be slow to change
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-23;Lead Project Engineer;Former Employee, more than 10 years;Strong and Stable;"1. Highly organized with many experienced individuals.
2. Always at the forefront of new developments in the energy and related industry.
3. Trusted brand name.
";"1. Too many empires under the control of individuals without adequate oversights.
2. Sometimes slow decison-making process.
3. Staff evaluation process is reactive and encourages manipulations.
Advice to Management
1. Top decision-makers should get closer to the shop floors to get true pictures of situations instead of depending too much on layers of supervisors.
2. Adopt a more proactive staff evaluation process that encourages coaching and high productivity.
3. Adopt more agile business approaches.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-08;IT Analyst;Former Employee, more than 3 years;Great company;"Amazing company culture and work life balance
";"Nothing it is super great
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-22;Process Operator;Former Employee;Operator;"The pay at Shell was good.
";"Working rotating day/night shifts wasn’t very easy.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-08;MD-CEO;Current Employee;Shell Energy;"I like to work at appropriate time
";"i like to get paid
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-23;Assistant Manager;Former Employee, more than 1 year;Good starter job;"The schedule is fairly flexible.
";"Little to no raises. Forced over time. Unreliable coworkers.
Advice to Management
Treat your employees better and they will work better and stay longer.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-04;Sales Associate/Cashier;Former Employee, more than 1 year;Cashier;"Fun happy place hours worked with me
";"Boring slow hours need more hours
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-18;Senior Accountant;Former Employee;NA;"Great co workers, nice benefits
";"Commute was long and parking fees high
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-02;New Business Development;Current Employee;good;"work life balance is a pro.
";"no cons available to report.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-01;Account Manager;Current Employee;Great Place to work;"Awesome co-workers and globally recognized brands.
";"Consistent restructuring in a declining industry
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-16;Senior cost performance analyst;Current Employee;Shell is for those willing to shelf their drive and ambition for feeling collectively empowered;"Great Benefits
With the right connections you can go wherever you please by working the system
";"Terrible development programs, all trappings of a typical super major(no accountability & burdened by massive bureaucracies)
Advice to Management
Make a plan and drive it down the reporting chain, ensure your team has clear guidance on success, get input from everyone on your team not a select few, be careful of those that seem to never disagree with you as your confirmation bias is can dissuade you from the truth,
1 person found this review helpful
Helpful
Share
Repor"
2021-06-16;Experienced Hire Recruiter;Current Employee, more than 10 years;Great company in a state of flux.;"Good pay, great work life balance, good people.
";"Offshoring many positions. Reducing assets in North America. Lots of restructuring.
Advice to Management
Stability, job security.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-15;Cashier;Current Employee, less than 1 year;Shell;"Good hours, great management, free drinks
";"Low pay, shady customers,no breaks
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-15;Lease Operator;Current Employee, less than 1 year;Long-term play;"The benefits packages are more than adequate if you plan on making a long-term 15+ years to the company.
";"Too much talk of safety and not enough acting on it.
Advice to Management
Be more professional when dealing with personal matters of employees.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-13;Anonymous;Current Employee, more than 10 years;Ok;"Benefits are really good ok
";"Not heading in a good direction
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-29;Cashier;Current Employee, more than 1 year;Great place to work;"Lots of hours to choose from
";"None keep up the great work
Advice to Management
Great job
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-29;Process Operator;Current Employee;Great Place, and Great Teamwork.;"-Training with fellow employees is respectful and thorough.
- Company provides great work environment and tools needed to do the job.
- Pay is equitable and benefits are substantial 
- Good work/life balance
-Management is fair and flexible
- Personable staff that will go out of their way to help you if needed.
- Safety is priority for hourly, staff, and contractors.
";"- Company may choose to keep or install less than adequate equipment.
Advice to Management
Thank you for always being flexible and fair on your end to allow a great work/life balance.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-27;Cost Engineer;Current Employee, more than 10 years;Great Company!;"Best in Industry salary and benefits including paid paternity leave and domestic partner coverage!
Strong DEI culture! 
New performance ranking process is much more objective - truly outstanding performance is rewarded.
Offers a tremendous amount of growth and development opportunity if you decide to get in the drivers seat of your career - those who take a passive approach will be left behind.
";"Highly competitive
US based employees often work long hours - common in the petrochemical industry though
Job stability is concerning: Off-shoring US Based jobs to 3rd world countries to take advantage of low salaries/minimal benefits.
Advice to Management
Dig deeper into “middle management” to weed out the DEI bad actors...
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-10;Cashier;Former Employee;It was ok;"Fun learning experience with new people
";"Was not far about hours
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-27;Engineering;Current Employee;Shell oil and gas;"Trust us with your troubles and let’s help you out
";"Shell oil and gas is here to serve you
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-10;Business Analyst;Current Employee;Oil major on the move;"Has a strategy to thrive through energy transition and executing it.
";"Might be out of sync with society in multiple geographic regions.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-10;Sales Associate/Cashier;Current Employee, less than 1 year;Good;"they paid well and was a professional working environment
";"I don't have negative to say
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-26;Administrative Assistant;Current Employee;GREAT PLACE TO WORK;"Schedule, Pay, Bonues, work culture.
";"Work Hours, management, diversity, & Time
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-08;Sales Associate/Cashier;Former Employee, less than 1 year;Great Place to Work;"Lots of support from other employers
";"The hours can be difficult to plan around to start
Advice to Management
Support and Positive feedback go a long way
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-07;Trading;Former Employee, more than 5 years;Best part ...Benefits. No work, life balance in trading;"Benefits, Retirement, Volunteer Opportunities, Groups, location
";"No work life balance. Some leaders pushing personal agendas on staff.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-05;Operator;Current Employee, more than 5 years;Great job;"Great benefits when they were Shell
";"Will be sold to Pemex
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-21;Bitcoin Expert;Current Employee;good;"great place to work in lol and gas
";"not so bad. ranking process needs work
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-21;Manager;Former Employee;review;"everything is good, i liked my job
";"but i had a lot of overtimes
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-20;Director of Operations;Current Employee, more than 8 years;Good but could do better;"FLEXIBILTY telework independence freedom decision making
";"LIMITED GROWTH OPPORTUNITY stagnant no network of professionals
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-01;Project Manager;Former Employee;Project Manager role - Combining skills;"Great experience working with IT and the business
Supportive Management
Competitive Salary
";"Not many opportunities to do something different within the company
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-29;Anonymous;Former Employee, more than 3 years;Work at a gas station;"They were flexible when asking for a shift change
";"They pay minimum salary and without benefits
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-13;Cashier;Current Employee, more than 1 year;Cashier;"Awesome place to work at.
";"No complaints at all at this time.
Advice to Management
Good
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-26;Production Operator;Current Employee;Going green;"Good Job and benefits and pay
";"So worried about going green they are running from refining.
Advice to Management
Trust your operator more than your engineers.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-26;Engineer;Current Employee;Great company, questionable vision;"Awesome benefits and great work life balance
";"Bad management with terrible upper level vision
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-28;Cashier/Barista;Current Employee;Meh;"Coworkers, owners are nice, food is good
";"No benefits, store is old, everything is breaking
Advice to Management
Hire more people that aren't drug addicts, homewreckers or idiots
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-25;Senior Recruiter;Former Employee, more than 5 years;Positive review;"Great benefits, salary, good work life balance.
";"The cyclical market means that discussions regarding redundancy and restructures happen every 3 to 5 years
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-26;Gas Attendant;Former Employee, more than 3 years;Decent;"Pretty chill, not very hard
";"Not much money at all
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-25;Engineer;Current Employee, more than 3 years;It’s ok;"-knowledgeable technical network that is willing to help
-good benefits
";"-bureaucratic, can make it hard to get things done
-always changing
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-23;Cashier;Former Employee;Good for Cashier Jobs;"No experience is required for this position.
";"Not a good job for long run.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-08;Cloud Engineer;Current Employee;Great company;"Great care for employee. Work life balance
";"I don't have anything to say here
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-21;Process Operator;Current Employee;Cheap corporation;"Operator lead management compared to that of engineering found at other companies. 
I have a job in uncertain times.
";"High cost of benefits 
Stingy with OT 
New hires never work holidays
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-21;Finance Manager;Current Employee;NA;"Work life balance, Flexible working
";"Lack of opportunities for promotion, slow decision making
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-20;Operations Specialist;Current Employee, more than 10 years;Current Reality;"International and Local opportunities. As well as, opportunity to gain experience for different lines of business if you are willing to relocate.
";"Limited development and progression in some functions. 

Engineering Degree driven company with way too many people that don’t ever use their degree. 

Plus, because they desire degree so much, that limits opportunities for people with real experience but no degree.
Advice to Management
Build real relationships with staff not just superficial ones.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-06;Anonymous;Former Employee, more than 3 years;Great;"this company is great, great pay, great culture
";"no cons, i wish i couldve worked longer
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-05;Refinery Operator;Current Employee, more than 1 year;Refinery operator;"Excellent pay and benefits with opportunities to move up
";"Shell selling downstream or shutting down assets
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-18;Mechanic Technician;Current Employee, less than 1 year;Ok to work for;"Good pay, good home to work balance
";"Lack of team work. Promises not kept.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-18;Technical Support Engineer;Former Employee, more than 10 years;Solid Company with Many Opportunities;"High quality peers to learn from. Well paid.
";"As a big company, sometimes too much structure.
Advice to Management
Stay consistent, resist flavor of the year consultants changing things too often.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-16;Software Developer;Current Employee;Good projects;"Good team and world class problems to solve
";"Like any big company, too much bureaucracy
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-08;Telecom Expert;Former Employee, more than 10 years;Benefits;"Excellent coverage options for a family
";"Deductibles can be quite expensive
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-14;Gas Station Attendant;Former Employee;Good First Job;"Manager was chill
work was pretty easy and straight forward
friendly locals
";"it was in the hood
felt unsafe
was a bit unclean
Advice to Management
revamp the marts
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-15;Operator;Current Employee;Operator;"Decent pay, vacation, 401k and benefits. Overtime is pretty decent if wanted.
";"Management lacks communication. Adds to workload without more compensation. Lots of time. Work schedule is hard.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-14;Credit Analyst;Former Employee, more than 1 year;Shell;"Work-life balance, diversity and remote work
";"salary, career opportunities, layoffs and reshaping
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-27;Cashier;Former Employee;Good job;"Nice minimum wage job when moneys tight
";"Customers can be brutal when making a mistake
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-11;Chem Eng;Current Employee;not sure wants to be in refining;"Great place to work great people
";"I believe they are want to get out refining
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-31;Senior IT Manager;Former Employee, more than 10 years;IT Innovation at Retaliation;"Company was extremely committed to ethics, the environment, innovation and betterment of it's people and community most of the time I worked there. Something has changed.
";"I was informed, during a two year extreme harassment and ""online shame"" campaign, formal retaliation has been taking place by the IT department through vendors and strategic recruiters/IT contingent workforce suppliers. The attackers claimed I had reported a boss for ""harassment"" (implying sexual harassment). I had made a report about a boss changing names on important documents. It handled well by the company at the time.

 I wound up leaving the company a year later, definitely NOT because I was pushed out, but because it was time to stretch after 15 years. What I found out really happened was systematic blacklisting at new jobs by IT leaders on a reactive and false premise that I had made a harassment claim to the company. I recall the benevolent warning from a contractor (military background) working with security risk teams about Shell using the vendors and third party partners to do the blacklisting. This ultimately became true, yet it also indicates the IT security and risk organizations are well aware of what they are doing by using category /suppliers this way.

One recruiter tried to negotiate my salary down WELL below market value, while two organizations were just odd I had worked with and I wondered why the tone had changed suddenly to very hostile.
Advice to Management
Consider the chilling effect of retaliation which can result in individuals not making the right reports about ethics and safety issues. Further training for IT management on anti-retaliation policy. In depth review of the practices of the IT strategic recruiters, information security information sharing consortiums, and suppliers /consulting firms regarding both their privacy (I was digitally stalked) and anti-retaliation practices. Ratings were five star, yet now I have learned a lot after a severe incident and deliberately (possibly funded) harassment campaign.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-09;Operations;Current Employee, more than 5 years;Shell;"Money is pretty good I’d say.
";"Management is extremely poor at Shell PSR. Probably why it got sold!
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-23;Geophysicist;Current Employee, more than 3 years;Great company to work for, industry maybe not so much;"Great company, strong positive culture, get to work with really smart people
";"Industry is tumultuous, layoffs more and more frequent
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-22;Cashier;Former Employee, less than 1 year;Cashier;"Good place to work at
";"It a gas station job
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-06;Human Resources Account Manager;Current Employee;Good;"Great pay and benefits throughout my career.
";"Lacking diversity in middle to upper management.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-06;Senior Business Analyst;Current Employee;Good company overall;"Nice colleagues and company culture within the U.S. teams generally.
";"Way too many offshore workers are replacing U.S. employees. Culture difference and politics sometimes make Shell an uncomfortable place to work.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-06;Anonymous;Current Employee, less than 1 year;Just have to do this for glassdoor;"Good slary is gues idk
";"Gass station must i say more
Advice to Management
None
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-28;Cashier;Former Employee;Okay;"Easy dog and cat and trash
";"Customer service is A headarme
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-07;Cashier;Former Employee, less than 1 year;Bad management and bad pay;"Can get experience in customer service for future
";"Pay and management are bad
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-20;Cashier;Former Employee;It was great;"That place has Great customer service
";"To be honest I didn’t see a downside.
Advice to Management
Try applying
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-05;Instrumentation and Electrical Technician;Current Employee, more than 1 year;Strong 401k match;"Strong 401K Match after 9 years. 10%
";"HR is tough to get in touch with.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-04;Process Operator;Current Employee, more than 1 year;Not a bad company to work for;"Pay/hours kept me working there
";"Garbage management, you most likely won’t get much things you ask for
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-18;Well Operations Manager;Current Employee;Great place to work;"Global reach
Focus on energy transition and future net zero
";"Undergoing restructuring (4 in the last 12 years)
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-19;Operations Manager;Current Employee, more than 10 years;Great Company;"Good people to work with
";"Industry is shrinking so future is not bright
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-02;Process Engineer;Current Employee;Good future ahead;"long-term strategic vision, good pay
";"slow moving, outdated internal processes
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-24;Customer Service Representative;Former Employee;Worst;"Worst company to work for
";"They dont care about their employees
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-17;Clerk;Current Employee;Great;"Easy, chill, fun, nice and rad.
";"Dangerous, not worth my safety.
Advice to Management
N/A
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-30;Information Technology;Current Employee;Great for work-life balance;"It is a Compassionate corporation
";"It is a Slow moving company
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-30;Finance Manager;Current Employee;Finance in Shell;"Good opportunity to see all areas of the energy business from Exploration to Retail and everything in between.
";"Challenged business model at the early stages of disruption. Finance function is often asked to reduce staff.
Advice to Management
Continue to fail fast as the energy transition shakes out.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-15;Caddies;Former Employee;Caddie;"Great cool fun good game
";"Awkward and funny lol okay
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-28;Trading Floor Support;Former Employee, more than 8 years;Good Company but select your colleagues carefully...;"Overall was the experience was an enjoyable one while working there, and the pay was very competitive and above average as long as you didn't mind the daily commute into downtown.
";"The biggest drawback was the internal squabbles that would go on behind the scenes, that wouldn't be visible to some visiting or is new but it doesn't take long to pickup on the various clicks and whom belong to which... Actually really sad considering the company is an internationally known company with prestige but the battle of the various clicks was very high schoolish, if you weren't a permanent employee you felt very vulnerable...
Advice to Management
Explain to your members staff and alike that this type of juvenile is counter-productive to being a company of this stature.
1 person found this review helpful
Helpful
Share
Repor"
2021-04-13;Supply Chain Coordinator;Current Employee;5;"enjoyable very dependable, self-determined,a lot of experience
";"good environment, I moved to united states looking a job here
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-29;Process Technician;Current Employee, more than 3 years;Union Job;"They offer great pay for experience
";"They are a union company which means you are low man and none of your off days are protected so you basically have no home life for at least 5 years.. and benefits are very expensive for such a huge company
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-27;Accountant;Former Employee, more than 1 year;Accountant;"good salary overall, not complaining
";"A bit stressful and not so cool
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-11;Communications;Current Employee;Shell;"Nice atmosphere and decent shifts available
";"Minimum Wage, very repetitive, and tedious
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-12;Analyst;Former Employee, more than 8 years;specialist;"all people are verry nice
";"none i did not fine any
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-22;Anonymous;Former Employee, more than 10 years;Great place to work, as long as you're job isn't offshored;"Excellent compensation package. Great benefits
";"Offshoring and elimination of US jobs.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-23;Petroleum Engineer;Former Employee;Nice;"Good Spot for the industry
";"Very very very large company
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-07;Cashier;Current Employee, less than 1 year;cashier;"like the work environment was nice.
";"the long hours sometimes still had fun
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-22;General Manager;Current Employee;Abcd;"Good salary and benefits here
";"Unique culture that takes time to learn
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-21;CDL Fuel Driver;Current Employee;They ok can do a lot better;"The company itself is a good place to work
";"Management is rude and some of the management staff are sexist
Advice to Management
Listen to your employees when there is a problem instead of trying to bully them into only what you want done
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-19;Terminal Operator;Current Employee, more than 5 years;Company is finding its way.;"Great company to work for.
";"Hard company to work for.
Advice to Management
Train up your employees so they may continue to grow within the company.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-18;Cashier;Current Employee, more than 1 year;Cashier;"Good hours, great location to work at
";"Management can be little hard to deal with
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-18;Business Analyst;Current Employee;Good people;"Good pay and people to work for
";"Don’t know what they want to do when we grow up
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-15;Project Manager;Current Employee, less than 1 year;Nice Benefits;"The company offers really good health benefits
";"Job security is an issue with growth being slow.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-30;Senior Tax Advisor;Former Employee;Great Company;"Great Benefits and work/life balance
";"Migration of jobs to countries with cheaper pay
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-12;Pipeline Controller;Current Employee, more than 5 years;Great Job if you want to work it for many years;"Predictable schedule, OT pay, Solo work environment
";"Almost no upward mobility within the company from this position
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-05;Process Technician;Current Employee;Terrible;"there are no pros to this place
";"Everything is a con here.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-13;Cashier;Former Employee;It's a Job;"There are lots of pretty girls there.
";"Some of the customers can be really nasty.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-12;Instrumentation Technician;Former Employee;Good Benefits;"Good benefits and good retirement
";"The Convent site has been shut down
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-27;Engineer;Former Employee, more than 10 years;Company Overview;"Great benefits, salary, working environment, diversity is a focus for the leadership
";"Level of stress, cyclical business with multiple layoff cycles over the career
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-28;Pricing Manager;Former Employee, more than 10 years;Marketing mgr;"Excellent work life balance and great culture
";"Some late nights and heavy bureaucracy
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-27;Global Category Manager;Current Employee;Solid employer;"Good development programs and brilliant collaborative colleagues around the world
";"Large and complex, less job security then in the past
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-09;Senior Production Engineer;Former Employee;Good challenges;"Highly technical work in a good office environment.
";"Limited E&P work locations within the US.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-09;Engineer;Former Employee;generally positive;"The pay and benefits are great
";"Business unit I was supporting was eventually sold
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-24;Student;Former Employee;Amazing job that helped me when I needed it most;"-amazing work environment. 
-bosses and coworkers made the job so much easier.
";"-some of the costumers who came in made the job very difficult.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-08;Clerk;Former Employee;Ehh;"Not much to be honest
";"They really didnt care about there employees
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-08;Gas Station Clerk;Current Employee;Great starting job;"Good for first part-time job.
Easy
Laid back 
No real manual labor
";"Can be busy/dead from hour to hour. 
Easy( it can get boring)
You don't really get brakes during your shift 
You have to stand for your shift
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-05;General Manager;Former Employee, more than 10 years;Good Company but Bureaucratic;"Great benefits. Stability. Treat People Well. Effort at being an ethical energy company.
";"Large and very bureaucratic organization makes getting anything done difficult. Be prepared to be a cog in the machine.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-06;Financial Analyst;Current Employee;Much Space for Personal Development;"As described in the heading
";"It takes time to access to core businesses
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-05;Cashier;Current Employee;Good;"Easy and fun, not too much work to do
";"People are mean, it’s hard to deal with customers
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-17;Cashier;Former Employee;I loved it;"Good people clean places helpful good to work with easy
";"She would believe her friends instead of actually the people that say the true
1 person found this review helpful
Helpful
Share
Repor"
2021-04-02;IT Analyst;Current Employee;Nice;"Nice it is a good experience. Fun
";"No real cons for this role.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-15;Data Architect;Former Employee;Best oil and gas industry;"Great teams for collaboration and best in Cloud tech.
";"slow career growth, poor management
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-29;Production Operator;Former Employee, more than 3 years;It's ok;"Stock options where a plus
";"Leadership, and management needed restructuring.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-13;Research Scientist;Former Employee;great place to work;"high salary, lots of benefits, intelligent people
";"location is not the best
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-09;Procurement;Current Employee, more than 8 years;Great Company to work for if they don't outsource your job;"Pay, Pention, Benefits, work life balance
";"Continuously looking to outsource positions
Advice to Management
Listen to the people at the bottom rather than making decisions based off of data that is easily made to look good when it's not true.
1 person found this review helpful
Helpful
Share
Repor"
2021-03-27;Maintenance Mechanic;Current Employee;benefits;"great benefits pay and vacation
";"not great benefits and no pension or medical anymore for new hires
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-25;Project Manager;Current Employee, more than 8 years;Review of PM Position;"Good Salary and great benefits
";"Success is based more on perception/politics/reputation vs actual quality of work being preformed
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-16;Anonymous;Former Employee;Stay away, it's a joke;"sad, there we not any
";"- overworked 
- leadership has no idea what they are doing 
- Shell is a mess
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-09;Senior IT Project Manager;Current Employee, more than 1 year;Awesome and amazing company. This is the best yet;"Truly care about their employees
";"Consider changing the annual review process to have people you work with perform annual performance versus an assigned manager that you don't get to work with one on one
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-22;Logistics Manager;Current Employee, more than 8 years;Good but slow;"Compensation, work life balance, locations
";"Slow progression, slow to make decisions. Buddy system values who you know, not what you contribute.
Advice to Management
Be agile, eliminate buddy system and replace it for meritocracy.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-23;Geologist;Current Employee, more than 1 year;Good job, uncertain future;"Great colleagues and interesting work
";"Shrinking skill pool and uncertain mid-long term job security
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-08;Marketing Coordinator;Current Employee;Laid back and comfortable place to work;"- Colleagues are friendly
- Expectations are clear and manageable
";"- Limited time off for sick days / vacation
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-08;Trader;Current Employee, more than 8 years;Good company to work for;"Very fair, good culture, very inclusive and decent compensation
";"Some functions and positions are redundant and less efficient
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-22;Project Manager;Former Employee, more than 8 years;Work;"Good pay and good benefits
";"Very slow and very polo
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-05;Fea Engineer;Current Employee;good;"great good excellent gro pros
";"no greater cons than cons in a con box
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-21;General Production Worker & Helper;Current Employee;The store I worked at left a lot to be expected;"Pay was half way decent
";"Everything else literally everything else
Be the first to find this review helpful
Helpful
Share
Repor"
