ID,Initial_ID,text,insurance,safety,balance,retirement,culture,racism,sexism,ageism,benefits,opportunities,privacy,resources
4028,548,Diverse staff,0,0,0,0,0,0,0,0,0,0,0,0
4027,547,Benefits,0,0,0,0,0,0,0,0,1,0,0,0
4022,542,The people. Opportunity for advancement. Great culture based on honesty,0,0,0,0,1,0,0,0,0,1,0,0
4015,535,Caring,0,0,0,0,0,0,0,0,0,0,0,0
4012,532,Great work life balance,0,0,1,0,0,0,0,0,0,0,0,0
4009,529,Great work life balance,0,0,1,0,0,0,0,0,0,0,0,0
4005,525,Work life balance,0,0,1,0,0,0,0,0,0,0,0,0
4002,522,Opportunity to work from home. ,0,0,0,0,0,0,0,0,1,0,0,0
4150,60,Safety,0,1,0,0,0,0,0,0,0,0,0,0
3998,518,Caring for the employees and great safety culture. ,0,1,0,0,1,0,0,0,0,0,0,0
3993,513,Great team culture. Good compensation. Values work life balance. Flexible schedules. Good benefits.. ,0,0,1,0,1,0,0,0,1,0,0,0
3991,511,Lots of opportunities to grow,0,0,0,0,0,0,0,0,0,1,0,0
3989,509,Financially solid company. Employee advancement and lots of opportunities.. ,0,0,0,0,0,0,0,0,0,1,0,0
3985,505,Excellent work-life balance,0,0,1,0,0,0,0,0,0,0,0,0
3981,501,job opportunity,0,0,0,0,0,0,0,0,0,1,0,0
3978,498,They care about their people. Very good leadership development opportunities. ,0,0,0,0,0,0,0,0,0,1,0,0
3970,490,Team Oriented,0,0,0,0,1,0,0,0,0,0,0,0
3966,486,Academic,0,0,0,0,0,0,0,0,0,0,0,0
3964,484,It's a large corporation that cares. ,0,0,0,0,1,0,0,0,0,0,0,0
3963,483,Great benefits,0,0,0,0,0,0,0,0,1,0,0,0
4044,564,Great professional development opportunities. Socially aware company,0,0,0,0,0,0,0,0,0,1,0,0
4045,565,international opportunities to learn business in many countries. ,0,0,0,0,0,0,0,0,0,1,0,0
4046,566,The job opportunities are endless; the people are fantastic. My favorite job I ever had.. ,0,0,0,0,1,0,0,0,0,1,0,0
4050,570,Good compensation. Interesting technology. Great safety culture.. ,0,1,0,0,0,0,0,0,1,0,0,0
4149,59,Provides a good learning opportunities.. ,0,0,0,0,0,0,0,0,0,1,0,0
4145,55,Good insurance and decent amount of PTO. ,1,0,0,0,0,0,0,0,1,0,0,0
4144,54,They have great benefits and a good culture. Management is good with lots of room to move within the company and stay to make a career there. You get what you put into it.. ,0,0,0,0,1,0,0,0,1,0,0,0
4133,43,Enterprise moves quickly and gives its young engineers lots of responsibility and opportunities to learn. The organization is also fairly flat giving you decent insight into how management decisions are made.. ,0,0,0,0,0,0,0,0,0,1,0,0
4132,42,Great opportunities and great people. ,0,0,0,0,1,0,0,0,0,1,0,0
4115,25,Pay,0,0,0,0,0,0,0,0,1,0,0,0
4105,15,If you’re looking for consistency and work life balance this company has it. You get off at 12:30 every Friday while still maintaining 40 hours.. ,0,0,0,0,1,0,0,0,0,0,0,0
4093,3,Pay is good and benefits are second to none. Health insurance costs less with twice the coverage of my previous employer. Heavily subsidized parking or free bus passes for commuters.. ,1,0,0,0,0,0,0,0,1,0,0,0
4091,1,Take care of their workers. ,0,0,0,0,0,0,0,0,0,0,0,0
4088,608,Work/ life balance,0,0,1,0,0,0,0,0,0,0,0,0
4083,603,Salary. Benefits. Work-life balance. Stability. Global impact and ability to influence future of energy. ,0,0,1,0,0,0,0,0,1,0,0,0
4082,602,Excellent pay,0,0,0,0,0,0,0,0,1,0,0,0
4081,601,Competitive compensation. Excellent benefits. Strong care for people. Ability to change roles every 3-4 years. ,0,0,0,0,0,0,0,0,1,1,0,0
4079,599,People are friendly; there are many areas to explore in your career; culture of helping; pay is very good,0,0,0,0,1,0,0,0,1,0,0,0
4078,598,good benefits and work life balance. ,0,0,1,0,0,0,0,0,1,0,0,0
4074,594,There are immense opportunities to rise. ,0,0,0,0,0,0,0,0,0,1,0,0
4067,587,Collaborative,0,0,0,0,1,0,0,0,0,0,0,0
4059,579,Growth,0,0,0,0,0,0,0,0,0,1,0,0
4058,578,Great opportunity to learn customer service. This placed help me develop and hone my skills.. ,0,0,0,0,0,0,0,0,0,1,0,0
4054,574,Takes great care of employees. ,0,0,0,0,0,0,0,0,0,0,0,0
4051,571,Great opportunities and inclusive veteran friendly.. ,0,0,0,0,0,0,0,0,0,1,0,0
5256,854,Growth Opportunities for those who are not geographically limited. ,0,0,0,0,0,0,0,0,0,1,0,0
5265,863,Lots of opportunity to learn.. ,0,0,0,0,0,0,0,0,0,1,0,0
5267,865,Great quality of talent,0,0,0,0,1,0,0,0,0,0,0,0
6300,238,good work life-balance; excellent employee training opportunities; good salaries. ,0,0,1,0,0,0,0,0,1,1,0,1
6322,260,There are plenty of resources and people to help you grow. Sensible work culture.. ,0,0,0,0,1,0,0,0,0,0,0,1
6319,257,good company,0,0,0,0,0,0,0,0,0,0,0,0
6317,255,Great learning and growth opportunities. ,0,0,0,0,0,0,0,0,0,1,0,0
6315,253,Positive Acceptance and Team Collaboration. ,0,0,0,0,1,0,0,0,0,0,0,0
6314,252,Good job culture and opportunities overseas. ,0,0,0,0,1,0,0,0,0,1,0,0
6313,251,Inclusive culture,0,0,0,0,1,0,0,0,0,0,0,0
6311,249,Great leaders. Smart employees. High level of ownership and self-motivation. Lots of career options. Integrated oil. Multiple work locations.. ,0,0,0,0,1,0,0,0,0,1,0,0
6310,248,Great culture and benefits. Really care about employees. ,0,0,0,0,1,0,0,0,1,0,0,0
6307,245,Chevron makes a difference in the world,0,0,0,0,0,0,0,0,0,0,0,0
6306,244,The company is more people-focused than some other large oil and gas companies. Work-life balance is good with the opportunity to work 9-80s.. ,0,0,1,0,0,0,0,0,0,0,0,0
6305,243,Worked alone,0,0,0,0,0,0,0,0,0,0,0,0
6298,236,pension,0,0,0,1,0,0,0,0,0,0,0,0
6325,263,Good benefits,0,0,0,0,0,0,0,0,1,0,0,0
6296,234,- Competitive Pay - Growth Opportunities - Good Work-Life Balance - Company is effectively structured to compete in O&G industry - Great 401k program & other benefits. ,0,0,1,1,0,0,0,0,1,1,0,0
6295,233,Pays well Schedule Nice bonus Safety oriented Cares about people. ,0,1,0,0,0,0,0,0,1,0,0,0
6294,232,Healthy Work Environment in office. ,0,0,0,0,1,0,0,0,0,0,0,0
6292,230,Great culture,0,0,0,0,1,0,0,0,0,0,0,0
6290,228,Benefits of Chevron are very strong. They take care of their employees financially,0,0,0,0,0,0,0,0,1,0,0,0
6289,227,Good work life balance with every other Friday off. ,0,0,1,0,0,0,0,0,0,0,0,0
6288,226,Great work life balance the opportunity to try totally different career paths is encouraged.. ,0,0,1,0,0,0,0,0,1,0,0,0
6284,222,you have opportunity to learn a lot of advanced stuff here.. ,0,0,0,0,0,0,0,0,0,1,0,0
6277,215,Pay,0,0,0,0,0,0,0,0,1,0,0,0
6275,213,Friendly people. They care about their employees.. ,0,0,0,0,1,0,0,0,0,0,0,0
6271,209,Good so work good pay good work life. ,0,0,1,0,0,0,0,0,1,0,0,0
6323,261,compensation,0,0,0,0,0,0,0,0,1,0,0,0
6334,272,High salary,0,0,0,0,0,0,0,0,1,0,0,0
6108,46,Very interesting work and lot of freedom. Great benefits. Chevron really cares about its people. Great people to work with.. ,0,0,1,0,0,0,0,0,1,0,0,0
6365,303,Great Diversity and Inclusion Program,0,0,0,0,1,0,0,0,0,0,0,0
6412,350,They care about their people. ,0,0,0,0,0,0,0,0,0,0,0,0
6407,345,great work life balance at chevron. ,0,0,1,0,0,0,0,0,0,0,0,0
6405,343,The team I worked with,0,0,0,0,1,0,0,0,0,0,0,0
6403,341,Lots of opportunities to grow and work on different projects around the world. Great retirement plan. Great company culture. ,0,0,0,1,1,0,0,0,0,1,0,0
6388,326,work life balance,0,0,1,0,0,0,0,0,0,0,0,0
6387,325,Good pay and benefits and global opportunities. ,0,0,0,0,0,0,0,0,1,1,0,0
6382,320,career growth,0,0,0,0,0,0,0,0,0,1,0,0
6379,317,Great people to work with,0,0,0,0,1,0,0,0,0,0,0,0
6370,308,Amazing people. Super intelligent. Great resources. Strong influence from every stata to increase diversity.. ,0,0,0,0,1,0,0,0,0,0,0,1
6369,307,Pay,0,0,0,0,0,0,0,0,1,0,0,0
6366,304,Good pay ,0,0,0,0,0,0,0,0,1,0,0,0
6364,302,Technical resources,0,0,0,0,0,0,0,0,0,0,0,1
6338,276,Great mentorship,0,0,0,0,0,0,0,0,0,0,0,1
6363,301,Excellent culture and processes. Career opportunities Work,0,0,0,0,1,0,0,0,0,1,0,0
6362,300,Great company with international opportunities and great compensation. ,0,0,0,0,0,0,0,0,1,1,0,0
6361,299,Great benefits including 401k match,1,0,0,0,0,0,0,0,1,0,0,0
6357,295,good work life balance. Nice pay. ,0,0,1,0,0,0,0,0,1,0,0,0
6353,291,1. Fair 2. Focused on Feedback 3. Focused Only On What is Necessary 4. Various Types of Domestic and Overseas Opportunities 5. Willing to Adapt to Change Quickly. ,0,0,1,0,0,0,0,0,0,1,0,0
6351,289,career growth,0,0,0,0,0,0,0,0,0,1,0,0
6350,288,Plenty of opportunity,0,0,0,0,0,0,0,0,0,1,0,0
6349,287,Had a great work life balance. ,0,0,1,0,0,0,0,0,0,0,0,0
6343,281,Great benefits and work/life balance. Company culture is different in Louisiana than corporate culture. ,0,0,1,0,1,0,0,0,1,0,0,0
6341,279,Work life balance,0,0,1,0,0,0,0,0,0,0,0,0
6270,208,Great company with great people. Supportive,0,0,0,0,1,0,0,0,0,0,0,0
6269,207,Opportunities for travel if you want to move all over the globe for career advancement opportunities.. ,0,0,0,0,0,0,0,0,0,1,0,0
6264,202,Large corporation culture. No care employee anymore.. ,0,0,0,0,1,0,0,0,0,0,0,0
6146,84,Culture and people,0,0,0,0,1,0,0,0,0,0,0,0
6191,129,Great benefits and lots of career development opportunities for those who are willing to work and grow their skills.. ,0,0,0,0,0,0,0,0,1,1,0,0
6189,127,401k match,0,0,0,1,0,0,0,0,0,0,0,0
6174,112,PEOPLE,0,0,0,0,1,0,0,0,0,0,0,0
6173,111,Great company for work life balance. ,0,0,1,0,0,0,0,0,0,0,0,0
6166,104,Great place for growth and being challenged to stretch your abilities and learn new skills. Treated like an adult with work schedules,0,0,0,0,0,0,0,0,0,1,0,0
6162,100,Compensation,0,0,0,0,0,0,0,0,1,0,0,0
6160,98,9-80 schedule Hybrid schedule(Monday and Friday work from home) 8 weeks bonding 40 hrs family care 8%401k match. ,0,0,1,1,0,0,0,0,0,0,0,0
6156,94,Work life balance Fridays off Rotational schedule Benefits Good company Networking. ,0,0,1,0,0,0,0,0,1,1,0,0
6155,93,There is a good work life balance,0,0,0,0,0,0,0,0,0,0,0,0
6154,92,Its a good company and the people there are generally nice and helpful. They do you have work life balance and they actually mean it. They encourage you to transfer to different job about every 3 to 4 years,0,0,1,0,0,0,0,0,0,0,0,0
6153,91,Benefits,0,0,1,0,1,0,0,0,0,1,0,0
6145,83,Great recognition of home/life balance. Good pay...especially when combined with the lower stress environment vs. other companies. Well managed company. Employees are are generally nice. Management/leadership team members is approachable/accessible and 'part of the team'. Management acts with integrity. Generally supportive of employee development. Amazingly supportive for an oil company (HQ in California and you can tell).. ,0,0,0,0,0,0,0,0,1,0,0,0
6262,200,A company that really values work-life balance. ,0,0,1,0,1,0,0,0,1,0,0,0
6144,82,Chevron really cares about a work/ life balance. They put their people first. They make interns feel like full time employees.. ,0,0,1,0,0,0,0,0,0,0,0,0
6143,81,Good pay and benefits. Job can be a lot of responsibility but in general the good company culture helps manage it well.. ,0,0,1,0,0,0,0,0,0,0,0,0
6141,79,Flexible work schedule and focused on employee satisfaction. Lots of collaboration between platform resources and people are always willing to help out.. ,0,0,0,0,1,0,0,0,1,0,0,0
6140,78,Development and growth opportunities International exposure Many roles within one company Strong relationships Ability to make a difference and do good work. ,0,0,1,0,1,0,0,0,0,0,0,0
6139,77,Great environment with a good culture. Offers a lot of opportunity for international projects and assignments. ,0,0,0,0,1,0,0,0,0,1,0,0
6126,64,great company for benefits and some work experiences. focused on safety. ,0,0,0,0,1,0,0,0,0,1,0,0
6116,54,Great pay and benefits. Ample opportunities for upward movement in company.. ,0,1,0,0,0,0,0,0,1,0,0,0
6115,53,Great people,0,0,0,0,0,0,0,0,1,1,0,0
6114,52,Always lots of interesting projects,0,0,0,0,1,0,0,0,0,0,0,0
6112,50,Great compensation Great people to work with and for Well defined procedures for work and performance evaluations Opportunity to work in multiple locations around the world. ,0,0,0,0,0,0,0,0,0,0,0,0
6110,48,401k program medical benefits/ insurance trainin & development. ,0,0,0,0,1,0,0,0,1,1,0,0
6192,130,Great working environment and many extra activities / groups available If you able to get to right people there are overseas jobs opportunities. ,1,0,0,1,0,0,0,0,1,0,0,1
6194,132,Plenty of opportunities to have responsibility on large initiatives or projects.. ,0,0,0,0,1,0,0,0,0,1,0,0
6199,137,You get paid weekly. Safety is a important to the company.. ,0,0,0,0,0,0,0,0,0,0,0,0
6260,198,First and second line supervisors are great. Work life balance is there. Great people.. ,0,1,0,0,0,0,0,0,1,0,0,0
6259,197,Great people Great pay Great benefits Great opportunities. ,0,0,1,0,1,0,0,0,0,0,0,0
6258,196,Great work and home life balance Great benefits Competitive pay. ,0,0,0,0,1,0,0,0,1,1,0,0
6254,192,Opportunities to do different things. ,0,0,1,0,0,0,0,0,1,0,0,0
6253,191,Bright colleagues,0,0,0,0,0,0,0,0,0,1,0,0
6250,188,great work life balance at all locations!. ,0,0,0,0,1,0,0,0,0,0,0,0
6247,185,Benefits,0,0,1,0,0,0,0,0,0,0,0,0
6245,183,Lots of opportunities to move around including overseas. ,0,0,0,0,0,0,0,0,1,0,0,0
6243,181,Salary,0,0,0,0,0,0,0,0,0,1,0,0
6241,179,Great benefits regarding health insurance.. ,0,0,0,0,0,0,0,0,1,0,0,0
6239,177,Great company with good Benefits Pay is okay Work life balance. ,1,0,0,0,0,0,0,0,1,0,0,0
6236,174,Work life balance,0,0,1,0,0,0,0,0,1,0,0,0
6232,170,Values People,0,0,1,0,0,0,0,0,0,0,0,0
6227,165,Compensation and benefits work life balance Employee benefits. ,0,0,0,0,1,0,0,0,0,0,0,0
6226,164,Plenty of opportunities to navigate the company and try different roles. D&I is a huge value here and they leverage ERGs to progress the companies D&I agenda.. ,0,0,1,0,0,0,0,0,1,0,0,0
6223,161,Top Tier Talent and Challenging Opportunities. Compensation is good and working environment collaborative and supportinve. ,0,0,0,0,1,0,0,0,0,1,0,0
6222,160,Good company with great compensation package,0,0,0,0,0,0,0,0,0,0,0,0
6216,154,Great company culture,0,0,0,0,0,0,0,0,1,0,0,0
6214,152,Great people,0,0,0,0,1,0,0,0,0,0,0,0
6212,150,Cares about people and its employees. Lots of innovation across the company. Great opportunities to move within and build a career through different positions in different business units.. ,0,0,0,0,1,0,0,0,0,0,0,0
6206,144,career development; 401(k) matching; pension. ,0,0,0,0,0,0,0,0,0,1,0,0
6204,142,Genuinely congenial atmosphere (at least in my business unit),0,0,0,1,0,0,0,0,1,1,0,0
6201,139,Competitive Salary Global Company Employee Benefits Culture Safety Program. ,0,0,0,0,1,0,0,0,0,0,0,0
6413,351,Competitive Salary,0,1,0,0,1,0,0,0,1,0,0,0
6415,353,Excellent opportunities for growth here.. ,0,0,0,0,0,0,0,0,1,0,0,0
6416,354,There are a lot of resources to learn and expand your toolset. Great work-life balance and 9/80 schedule. Compensation for extra hours worked,0,0,0,0,0,0,0,0,0,1,0,0
6617,555,For a chemical or mechanical engineer,0,0,1,0,0,0,0,0,1,0,0,1
6643,581,Chevron offers many opportunities for professional development and growth. It's important to take advantage of all employee development opportunities.. ,0,0,0,0,0,0,0,0,0,0,0,0
6640,578,Work life balance is great. ,0,0,0,0,0,0,0,0,0,1,0,0
6635,573,Great salary and benefits and opportunity to work with technology. ,0,0,1,0,0,0,0,0,0,0,0,0
6634,572,Great work-life balance,0,0,0,0,0,0,0,0,1,1,0,0
6627,565,Great environment for career growth.. ,0,0,1,0,0,0,0,0,0,0,0,0
6626,564,Benefits,0,0,0,0,0,0,0,0,0,1,0,0
6625,563,Terrific Safety & Organization Culture,0,0,0,0,0,0,0,0,1,0,0,0
6622,560,Good salary,0,1,0,0,1,0,0,0,0,0,0,0
6621,559,Great benefits (U-time policy where you get time back as vacation if you work during your days off,0,0,0,0,0,0,0,0,1,0,0,0
6620,558,work life balance and benefits. ,0,0,0,0,0,0,0,0,1,0,0,0
6618,556,Great pay and opportunities to move up. ,0,0,1,0,0,0,0,0,1,0,0,0
6616,554,Lots of flexibility and they care about their employees. ,0,0,0,0,0,0,0,0,1,1,0,0
6582,520,work-life balance,0,0,1,0,0,0,0,0,0,0,0,0
6615,553,flexible work schedule,0,0,1,0,0,0,0,0,0,0,0,0
6611,549,great values,0,0,1,0,0,0,0,0,0,0,0,0
6604,542,Great company benefits and work life balance. ,0,0,0,0,1,0,0,0,0,0,0,0
6603,541,Great compensation and benefits Internal job postings so you can switch roles easily Very laid-back and friendly atmosphere Tuition reimbursement Plenty of opportunities for technical training Huge on Diversity & Inclusion. ,0,0,1,0,0,0,0,0,1,0,0,0
6601,539,Treats people well and cares for their well being. ,0,0,0,0,1,0,0,0,1,1,0,0
6599,537,I've worked for and with some amazing people in some of my jobs at Chevron. The benefits are great. There are a lot of opportunities with a global company as long as you are flexible with your working location.. ,0,0,0,0,0,0,0,0,0,0,0,0
6598,536,Ok life work banalce not bad. ,0,0,0,0,0,0,0,0,1,1,0,0
6594,532,Great Benefits: - Healthcare - Retirement - PTO Opportunities to change role at company. ,0,0,1,0,0,0,0,0,0,0,0,0
6593,531,Great company structure and growth opportunities. ,1,0,0,1,0,0,0,0,1,0,0,0
6592,530,Work life balance is a priority. ,0,0,0,0,0,0,0,0,0,1,0,0
6588,526,Work life balance. Interesting work.. ,0,0,1,0,0,0,0,0,0,0,0,0
6644,582,Pay and benefits are great! The camaraderie with the other operator and mechanics is irreplaceable. The company actually cares about their employees and will do more than expected to accommodate people. I miss working there I just wish they didn't operate mainly out of California.. ,0,0,1,0,0,0,0,0,0,0,0,0
6649,587,Pay,0,0,0,0,1,0,0,0,1,0,0,0
6671,609,Work/Life Balance,0,0,0,0,0,0,0,0,1,0,0,0
6679,617,Amazing people to work with,0,0,1,0,0,0,0,0,0,0,0,0
6744,682,Good company for people in the oil and gas industry. Have a large platform to develop the career.. ,0,0,0,0,1,0,0,0,0,0,0,0
6740,678,Great pay,0,0,0,0,1,0,0,0,0,0,0,1
6737,675,Great values. Great pay. Great benefits. Great leaders. Great opportunities for growth. Great environment. Overall a great company to work for.. ,0,0,0,0,0,0,0,0,1,0,0,0
6736,674,good health benefits and retirement plans. really good work/life balance. ,0,0,0,0,1,0,0,0,1,1,0,0
6731,669,Great Benefits and Work Life Balance. ,1,0,1,1,0,0,0,0,0,0,0,0
6728,666,Great company culture,0,0,1,0,0,0,0,0,1,0,0,0
6724,662,Work life balance,0,0,0,0,1,0,0,0,0,0,0,0
6719,657,They really care for their employees. ,0,0,1,0,0,0,0,0,0,0,0,0
6718,656,Good safety culture. Excellent salary. Benefits.. ,0,0,0,0,0,0,0,0,0,0,0,0
6717,655,Nice focus on work life balance,0,1,0,0,0,0,0,0,1,0,0,0
6714,652,Flexible work schedule. Plenty of opportunities to move around the company. One of the few companies that still offers pensions to employees. ,0,0,1,0,0,0,0,0,0,0,0,0
6709,647,Company culture is the best that I know of,0,0,1,1,0,0,0,0,0,1,0,0
6702,640,Opportunities for advancement,0,0,0,0,1,0,0,0,0,0,0,0
6700,638,Great place to work,0,0,0,0,0,0,0,0,0,1,0,0
6699,637,Best place to work for . Exceptional work life balance.. ,0,0,0,0,0,0,0,0,0,0,0,0
6698,636,Well intentioned,0,0,1,0,0,0,0,0,0,0,0,0
6695,633,Benefits,0,0,0,0,0,0,0,0,0,0,0,0
6692,630,Opportunities for interesting work and advancement. ,0,0,0,0,0,0,0,0,1,0,0,0
6685,623,Job Safety - If you like bureaucracy,0,0,0,0,0,0,0,0,0,1,0,0
6684,622,Great company. Enjoyed the culture,0,1,0,0,0,0,0,0,0,0,0,0
6683,621,Pay,0,0,0,0,1,0,0,0,0,0,0,0
6682,620,Great pay and benefits,0,0,0,0,0,0,0,0,1,0,0,0
6681,619,Benefits,0,0,0,0,0,0,0,0,1,0,0,0
6587,525,Independently owned. Great co-workers. In a safe city. Learned people skills. Learned how to handle money. De-escalation skills. Learned how to lead a team as a shift lead.. ,0,0,0,0,0,0,0,0,1,0,0,0
6581,519,Very good work; reorganization creates opportunities. ,0,1,0,0,1,0,0,0,0,1,0,0
6420,358,Easy hours Flexible work life balance. ,0,0,0,0,0,0,0,0,0,1,0,0
6470,408,Care about you,0,0,1,0,0,0,0,0,0,0,0,0
6501,439,Great Benefits,0,0,0,0,0,0,0,0,0,0,0,0
6500,438,Benefits and appearance of career opportunities. ,0,0,0,0,0,0,0,0,1,0,0,0
6499,437,security,0,0,0,0,0,0,0,0,1,1,0,0
6496,434,Resources Pay Benefits Hours Inner Circle Job Security ( if you’re in the right program). ,0,0,0,0,0,0,0,0,0,0,0,0
6492,430,Many growth opportunities for driven professionals; the company's products and services are essential,0,0,0,0,0,0,0,0,1,0,0,1
6489,427,Alot of opportunities for initiating new project and learning new technologies. ,0,0,0,0,0,0,0,0,0,1,0,1
6486,424,You get to help and even get to know some really amazing customers Safe and clean work environment. ,0,0,0,0,0,0,0,0,0,1,0,1
6485,423,Great salary and benefits including insurance and retirement. ,0,0,0,0,0,0,0,0,0,0,0,1
6484,422,Great work life balance; good pay and benefits. ,0,0,0,1,0,0,0,0,1,0,0,0
6481,419,Managers and leadership at Chevron care about their employees and spend the time and money to show it. It's almost painful sometimes and several lifelong Chevron employees don't realize how great they have it. You're also working with a large number of capable people who want to do good work. In my experience,0,0,1,0,0,0,0,0,1,0,0,0
6479,417,The only pro now is great work/life balance. We did have great benefits but that changed in 2015.. ,0,0,0,0,0,0,0,0,0,0,0,1
6466,404,Outstanding work life balance and good management. ,0,0,0,0,0,0,0,0,1,0,0,0
6576,514,Healthy work-life balance,0,0,0,0,1,0,0,0,0,0,0,0
6464,402,Great compensation and work life balance. ,0,0,1,0,0,0,0,0,0,0,0,0
6462,400,Many opportunities to advance Competitive salaries Great benefits. ,0,0,1,0,0,0,0,0,0,0,0,0
6452,390,Good salary,0,0,0,0,0,0,0,0,1,1,0,1
6447,385,Nice people,0,0,0,0,0,0,0,0,0,0,0,0
6444,382,Great culture on how people treat each other with respect and safety.. ,1,0,0,0,1,0,0,0,0,0,0,0
6441,379,Work/Like Balance. 9/80 schedule. 4:1 match on 401k up to 2% salary. Big dynamic company with opportunity to grow internally.. ,0,1,0,0,0,0,0,0,0,0,1,0
6439,377,Good place to spend career. ,0,0,0,1,0,0,0,0,0,1,0,1
6434,372,Great team members; Strong focus on safety;. ,0,0,0,0,0,0,0,0,0,0,0,0
6429,367,Work is available but often too much and low quality.. ,1,0,0,0,1,0,0,0,0,0,0,0
6427,365,Benefits,0,0,0,0,0,0,0,0,0,0,0,0
6425,363,Work life balance is respected and encouraged. Work is interesting and collaboration is generally open.. ,0,0,0,0,0,0,0,0,1,0,0,0
6502,440,Diverse and inclusive workforce,0,0,1,0,1,0,0,0,0,0,1,0
6508,446,Culture of caring for employees backed up by policies and some very good benefits (pension + 401K match for example) Collaborative people. ,0,0,0,0,1,1,0,0,0,0,0,0
6512,450,Work/life balance Transparency across all levels. ,1,0,0,1,1,0,0,0,1,0,0,0
6513,451,Culture,0,0,1,0,0,0,0,0,0,0,0,0
6573,511,Work life balance benefits compensation. ,1,0,0,0,1,0,0,0,0,0,0,0
6572,510,Work life balance,0,0,1,0,0,0,0,0,1,0,0,0
6569,507,Great pay and benefits Safety focused. ,0,0,1,0,0,0,0,0,0,0,0,0
6567,505,Ever present commitment to workplace safety,0,0,0,0,0,0,0,0,1,0,0,0
6566,504,Culture,0,1,0,0,0,0,0,0,0,0,0,0
6558,496,Work life balance benefits compensation. ,0,0,0,0,1,0,0,0,0,0,0,0
6557,495,Work life balance,0,0,1,0,0,0,0,0,1,0,0,0
6555,493,Great pay and benefits Safety focused. ,0,0,1,0,0,0,0,0,0,0,0,0
6552,490,Ever present commitment to workplace safety,0,0,0,0,0,0,0,0,1,0,0,0
6551,489,Cares for employees,0,1,0,0,0,0,0,0,0,0,0,0
6545,483,Lots of opportunity for growth;. ,0,0,0,0,0,0,0,0,0,0,0,0
6539,477,Good pay Good benefits Innovation Work life balance. ,0,0,0,0,0,0,0,0,0,1,0,1
6538,476,Salary. Benefits. Insurance. Location. Credit Union.. ,0,0,1,0,0,0,0,0,1,0,0,0
6537,475,Good,0,0,0,0,0,0,0,0,1,0,0,0
6536,474,Good work life balance,0,0,0,0,0,0,0,0,0,0,0,0
6534,472,Great company Safety always comes first Work/life balance. ,0,0,1,0,0,0,0,0,0,0,0,0
6532,470,Good bennys. Lots of differing opportunities. Global reach.. ,0,0,1,0,0,0,0,0,0,0,0,0
6531,469,In general the benefits are pretty good. The company focuses on safety. A fairly good work life balance,0,0,0,0,0,0,0,0,0,0,0,0
6530,468,Great company and culture. Very collaborative.. ,0,0,1,0,0,0,0,0,1,0,0,0
6525,463,Great Benefits ,1,0,0,0,1,0,0,0,0,0,0,0
6521,459,Pay,0,0,0,0,0,0,0,0,1,0,0,0
6518,456,Good work-life and balance and company values you as a person.. ,0,0,0,0,0,0,0,0,0,0,0,0
6109,47,good life and work balance. ,0,0,1,0,1,0,0,0,0,0,0,0
6107,45,Great leadership training,0,0,1,0,0,0,0,0,0,0,0,0
5269,867,There are a lot of opportunities to learn due to diversified business of the company. IA was one of most professional organization of the company until recent change in top management.. ,0,0,0,0,0,0,0,0,0,0,0,1
5511,109,Well compensated and good work life balance. ,0,0,0,0,1,0,0,0,0,1,0,1
5560,158,Good salary and compensation Camp for expats with all needed services Broad business with many development opportunities. ,0,0,1,0,0,0,0,0,0,0,0,0
5557,155,No comitment It has good and private facilities. ,1,0,0,0,0,0,0,0,0,0,0,0
5556,154,Well-established policies and procedures for HR and others,0,0,0,0,0,0,0,0,0,0,0,0
5554,152,Great positive environment,0,0,0,0,0,0,0,0,0,0,0,0
5551,149,well paid good health insurance. ,1,0,0,0,0,0,0,0,0,0,0,0
5549,147,A lot of benefits,0,0,0,0,0,0,0,0,0,0,0,0
5546,144,Good lifestyle,0,0,0,0,0,0,0,0,1,0,0,0
5538,136,Organized,1,0,1,0,0,0,0,0,0,0,0,0
5536,134,1. Good salary 2. Ample vacation time (especially if your coming from America) 3. Job security (if your a Saudi) I’m not an expat but I would say aramco is pretty great for late career expats.. ,0,0,0,0,0,0,0,0,0,0,0,0
5529,127,Job Safety Well-established system and procedures. ,,0,0,0,0,0,0,0,0,0,0,0
5506,104,Its a great opportunity to work in mage projects experience. ,0,0,0,0,0,0,0,0,0,0,0,0
5567,165,Highly professional working environment. Salaries are competitive and rewarding. Good career growth opportunities. In-service training. Highly safe working environment. Easy channels of communication with management.. ,0,0,0,0,0,0,0,0,0,1,0,1
5502,100,Job security and sound financial resources. ,,0,0,0,0,0,0,0,0,0,0,0
5496,94,Monetary benefits Safe and secure for kids and families. ,0,0,0,0,0,0,0,0,0,0,0,1
5489,87,Lots of learning opportunities,0,0,0,0,0,0,0,0,1,0,0,0
5485,83,I reached to them after high school. They have a restricted program for scholarship mostly for Saudi Students. Now I study Petroleum Engineering at LSU (Louisiana State University). The program is excellent,0,0,0,0,0,0,0,0,0,1,0,1
5482,80,Good salary,0,0,0,0,0,0,0,0,0,0,0,0
5475,73,Money,0,0,0,0,0,0,0,0,0,0,0,0
5463,61,Great company with a lot of opportunities. ,0,0,0,0,0,0,0,0,0,0,0,0
